# IODP371 site U1508 physical property data
#Raw data		
depth_m_bsf	velocity_m/s	density_Mg/m3
516.2951	2.3773	2.0000
516.4475	2.4025	2.0002
516.5999	2.4513	2.0005
516.7523	2.4195	2.0007
516.9047	2.4240	2.0009
517.0571	2.3901	2.0012
517.2095	2.4026	2.0014
517.3619	2.4102	2.0016
517.5143	2.4477	2.0018
517.6667	2.4324	2.0021
517.8191	2.3913	2.0023
517.9715	2.3839	2.0025
518.1239	2.3781	2.0028
518.2763	2.3728	2.0030
518.4287	2.3643	2.0032
518.5811	2.3545	2.0035
518.7335	2.3180	2.0037
518.8859	2.3274	2.0039
519.0383	2.3651	2.0041
519.1907	2.3558	2.0044
519.3431	2.3490	2.0046
519.4955	2.3343	2.0048
519.6479	2.3635	2.0051
519.8003	2.3836	2.0053
519.9527	2.3919	2.0055
520.1051	2.3681	2.0058
520.2575	2.3526	2.0060
520.4099	2.3494	2.0062
520.5623	2.3371	2.0064
520.7147	2.3365	2.0067
520.8671	2.3407	2.0069
521.0195	2.3767	2.0071
521.1719	2.3736	2.0074
521.3243	2.3682	2.0076
521.4767	2.3432	2.0078
521.6291	2.3377	2.0081
521.7815	2.3395	2.0083
521.9339	2.3323	2.0085
522.0863	2.3145	2.0088
522.2387	2.2956	2.0090
522.3911	2.2454	2.0092
522.5435	2.2344	2.0094
522.6959	2.2340	2.0097
522.8483	2.2207	2.0099
523.0007	2.2570	2.0101
523.1531	2.2608	2.0104
523.3055	2.2981	2.0106
523.4579	2.3173	2.0108
523.6103	2.3363	2.0111
523.7627	2.3391	2.0113
523.9151	2.3432	2.0115
524.0675	2.3621	2.0118
524.2199	2.3532	2.0120
524.3723	2.3271	2.0122
524.5247	2.3389	2.0125
524.6771	2.3402	2.0127
524.8295	2.3337	2.0129
524.9819	2.3301	2.0132
525.1343	2.3274	2.0134
525.2867	2.3204	2.0136
525.4391	2.3184	2.0138
525.5915	2.3026	2.0141
525.7439	2.3220	2.0143
525.8963	2.3557	2.0145
526.0487	2.3995	2.0148
526.2011	2.4112	2.0150
526.3535	2.4199	2.0152
526.5059	2.4277	2.0155
526.6583	2.4321	2.0157
526.8107	2.4230	2.0159
526.9631	2.4144	2.0162
527.1155	2.3987	2.0164
527.2679	2.3980	2.0166
527.4203	2.4057	2.0169
527.5727	2.3985	2.0171
527.7251	2.3911	2.0173
527.8775	2.4148	2.0176
528.0299	2.4196	2.0178
528.1823	2.4305	2.0180
528.3347	2.4223	2.0183
528.4871	2.4435	2.0185
528.6395	2.4237	2.0187
528.7919	2.4282	2.0190
528.9443	2.4539	2.0192
529.0967	2.4477	2.0194
529.2491	2.4562	2.0197
529.4015	2.4373	2.0199
529.5539	2.4225	2.0201
529.7063	2.4049	2.0204
529.8587	2.3828	2.0206
530.0111	2.3709	2.0208
530.1635	2.3698	2.0211
530.3159	2.3790	2.0213
530.4683	2.4171	2.0215
530.6207	2.4160	2.0218
530.7731	2.4346	2.0220
530.9255	2.4388	2.0222
531.0779	2.4371	2.0225
531.2303	2.4661	2.0227
531.3827	2.4680	2.0230
531.5351	2.4918	2.0232
531.6875	2.5379	2.0234
531.8399	2.5353	2.0237
531.9923	2.5441	2.0239
532.1447	2.5411	2.0241
532.2971	2.5306	2.0244
532.4495	2.4902	2.0246
532.6019	2.5017	2.0248
532.7543	2.4982	2.0251
532.9067	2.4911	2.0253
533.0591	2.4908	2.0255
533.2115	2.5038	2.0258
533.3639	2.5162	2.0260
533.5163	2.5290	2.0262
533.6687	2.4973	2.0265
533.8211	2.4999	2.0267
533.9735	2.4978	2.0269
534.1259	2.5023	2.0272
534.2783	2.5389	2.0274
534.4307	2.5496	2.0277
534.5831	2.5472	2.0279
534.7355	2.5537	2.0281
534.8879	2.5400	2.0284
535.0403	2.5350	2.0286
535.1927	2.4915	2.0288
535.3451	2.5297	2.0291
535.4975	2.5082	2.0293
535.6499	2.5467	2.0295
535.8023	2.5486	2.0298
535.9547	2.5421	2.0300
536.1071	2.5349	2.0303
536.2595	2.5210	2.0305
536.4119	2.5186	2.0307
536.5643	2.5361	2.0310
536.7167	2.5395	2.0312
536.8691	2.5347	2.0314
537.0215	2.5314	2.0317
537.1739	2.5385	2.0319
537.3263	2.5408	2.0321
537.4787	2.5396	2.0324
537.6311	2.5421	2.0326
537.7835	2.5403	2.0329
537.9359	2.5396	2.0331
538.0883	2.5391	2.0333
538.2407	2.5303	2.0336
538.3931	2.5216	2.0338
538.5455	2.5229	2.0340
538.6979	2.5021	2.0343
538.8503	2.4591	2.0345
539.0027	2.4593	2.0348
539.1551	2.4371	2.0350
539.3075	2.4455	2.0352
539.4599	2.4633	2.0355
539.6123	2.4651	2.0357
539.7647	2.5010	2.0359
539.9171	2.5231	2.0362
540.0695	2.5283	2.0364
540.2219	2.5143	2.0367
540.3743	2.5267	2.0369
540.5267	2.5299	2.0371
540.6791	2.5301	2.0374
540.8315	2.5314	2.0376
540.9839	2.5259	2.0378
541.1363	2.5016	2.0381
541.2887	2.5007	2.0383
541.4411	2.5009	2.0386
541.5935	2.5214	2.0388
541.7459	2.4866	2.0390
541.8983	2.4311	2.0393
542.0507	2.4259	2.0395
542.2031	2.4093	2.0397
542.3555	2.4078	2.0400
542.5079	2.3776	2.0402
542.6603	2.3866	2.0405
542.8127	2.4004	2.0407
542.9651	2.4006	2.0409
543.1175	2.3880	2.0412
543.2699	2.3875	2.0414
543.4223	2.3905	2.0417
543.5747	2.4006	2.0419
543.7271	2.4008	2.0421
543.8795	2.4016	2.0424
544.0319	2.3971	2.0426
544.1843	2.3974	2.0429
544.3367	2.4024	2.0431
544.4891	2.3977	2.0433
544.6415	2.3673	2.0436
544.7939	2.3379	2.0438
544.9463	2.3252	2.0441
545.0987	2.3292	2.0443
545.2511	2.3523	2.0445
545.4035	2.3431	2.0448
545.5559	2.3890	2.0450
545.7083	2.3964	2.0453
545.8607	2.4194	2.0455
546.0131	2.4143	2.0457
546.1655	2.4099	2.0460
546.3179	2.3986	2.0462
546.4703	2.3921	2.0465
546.6227	2.3904	2.0467
546.7751	2.3736	2.0469
546.9275	2.3805	2.0472
547.0799	2.3982	2.0474
547.2323	2.4245	2.0477
547.3847	2.4007	2.0479
547.5371	2.4240	2.0481
547.6895	2.4066	2.0484
547.8419	2.3881	2.0486
547.9943	2.3838	2.0489
548.1467	2.3885	2.0491
548.2991	2.3851	2.0493
548.4515	2.3836	2.0496
548.6039	2.3882	2.0498
548.7563	2.3853	2.0501
548.9087	2.3952	2.0503
549.0611	2.3883	2.0505
549.2135	2.3812	2.0508
549.3659	2.3798	2.0510
549.5183	2.3819	2.0513
549.6707	2.3861	2.0515
549.8231	2.3925	2.0517
549.9755	2.3889	2.0520
550.1279	2.3908	2.0522
550.2803	2.3909	2.0525
550.4327	2.3817	2.0527
550.5851	2.3731	2.0530
550.7375	2.3909	2.0532
550.8899	2.3991	2.0534
551.0423	2.4119	2.0537
551.1947	2.3831	2.0539
551.3471	2.3985	2.0542
551.4995	2.3682	2.0544
551.6519	2.3564	2.0547
551.8043	2.3522	2.0549
551.9567	2.3549	2.0551
552.1091	2.3622	2.0554
552.2615	2.3626	2.0556
552.4139	2.3692	2.0559
552.5663	2.3762	2.0561
552.7187	2.3908	2.0563
552.8711	2.4134	2.0566
553.0235	2.4094	2.0568
553.1759	2.4204	2.0571
553.3283	2.4146	2.0573
553.4807	2.4071	2.0576
553.6331	2.4108	2.0578
553.7855	2.4099	2.0580
553.9379	2.4187	2.0583
554.0903	2.4210	2.0585
554.2427	2.4194	2.0588
554.3951	2.4217	2.0590
554.5475	2.4284	2.0593
554.6999	2.4332	2.0595
554.8523	2.4269	2.0597
555.0047	2.4201	2.0600
555.1571	2.4161	2.0602
555.3095	2.4139	2.0605
555.4619	2.4187	2.0607
555.6143	2.4281	2.0610
555.7667	2.4346	2.0612
555.9191	2.4364	2.0615
556.0715	2.4572	2.0617
556.2239	2.4610	2.0619
556.3763	2.4451	2.0622
556.5287	2.4291	2.0624
556.6811	2.4238	2.0627
556.8335	2.4246	2.0629
556.9859	2.4200	2.0632
557.1383	2.4133	2.0634
557.2907	2.4266	2.0636
557.4431	2.4317	2.0639
557.5955	2.4371	2.0641
557.7479	2.4511	2.0644
557.9003	2.4523	2.0646
558.0527	2.4515	2.0649
558.2051	2.4295	2.0651
558.3575	2.4155	2.0654
558.5099	2.4067	2.0656
558.6623	2.4102	2.0658
558.8147	2.4070	2.0661
558.9671	2.4015	2.0663
559.1195	2.4040	2.0666
559.2719	2.3949	2.0668
559.4243	2.3834	2.0671
559.5767	2.3947	2.0673
559.7291	2.4233	2.0676
559.8815	2.4357	2.0678
560.0339	2.4170	2.0681
560.1863	2.4160	2.0683
560.3387	2.4117	2.0685
560.4911	2.4104	2.0688
560.6435	2.4183	2.0690
560.7959	2.4168	2.0693
560.9483	2.4160	2.0695
561.1007	2.4073	2.0698
561.2531	2.4028	2.0700
561.4055	2.4097	2.0703
561.5579	2.4139	2.0705
561.7103	2.3976	2.0708
561.8627	2.3889	2.0710
562.0151	2.3800	2.0712
562.1675	2.3930	2.0715
562.3199	2.4348	2.0717
562.4723	2.4488	2.0720
562.6247	2.4597	2.0722
562.7771	2.4873	2.0725
562.9295	2.4988	2.0727
563.0819	2.4929	2.0730
563.2343	2.4920	2.0732
563.3867	2.4895	2.0735
563.5391	2.4827	2.0737
563.6915	2.4452	2.0740
563.8439	2.4361	2.0742
563.9963	2.4396	2.0744
564.1487	2.4377	2.0747
564.3011	2.4416	2.0749
564.4535	2.4485	2.0752
564.6059	2.4517	2.0754
564.7583	2.4734	2.0757
564.9107	2.4770	2.0759
565.0631	2.4947	2.0762
565.2155	2.5256	2.0764
565.3679	2.5154	2.0767
565.5203	2.4716	2.0769
565.6727	2.4497	2.0772
565.8251	2.4473	2.0774
565.9775	2.4391	2.0777
566.1299	2.4360	2.0779
566.2823	2.4154	2.0782
566.4347	2.4182	2.0784
566.5871	2.4163	2.0786
566.7395	2.4155	2.0789
566.8919	2.4170	2.0791
567.0443	2.4174	2.0794
567.1967	2.4172	2.0796
567.3491	2.4136	2.0799
567.5015	2.4150	2.0801
567.6539	2.4263	2.0804
567.8063	2.4431	2.0806
567.9587	2.4620	2.0809
568.1111	2.4573	2.0811
568.2635	2.4715	2.0814
568.4159	2.4848	2.0816
568.5683	2.4989	2.0819
568.7207	2.5046	2.0821
568.8731	2.4955	2.0824
569.0255	2.4901	2.0826
569.1779	2.4591	2.0829
569.3303	2.4375	2.0831
569.4827	2.4343	2.0834
569.6351	2.4351	2.0836
569.7875	2.4289	2.0839
569.9399	2.4268	2.0841
570.0923	2.4310	2.0844
570.2447	2.4457	2.0846
570.3971	2.4560	2.0849
570.5495	2.4594	2.0851
570.7019	2.4527	2.0854
570.8543	2.4466	2.0856
571.0067	2.4230	2.0859
571.1591	2.4238	2.0861
571.3115	2.4212	2.0864
571.4639	2.4271	2.0866
571.6163	2.4342	2.0869
571.7687	2.4354	2.0871
571.9211	2.4380	2.0873
572.0735	2.4524	2.0876
572.2259	2.4766	2.0878
572.3783	2.4765	2.0881
572.5307	2.4612	2.0883
572.6831	2.4600	2.0886
572.8355	2.4570	2.0888
572.9879	2.4638	2.0891
573.1403	2.4603	2.0893
573.2927	2.4475	2.0896
573.4451	2.4309	2.0898
573.5975	2.4234	2.0901
573.7499	2.4398	2.0903
573.9023	2.4403	2.0906
574.0547	2.4446	2.0909
574.2071	2.4354	2.0911
574.3595	2.4302	2.0914
574.5119	2.4309	2.0916
574.6643	2.4401	2.0919
574.8167	2.4403	2.0921
574.9691	2.4376	2.0924
575.1215	2.4206	2.0926
575.2739	2.4074	2.0929
575.4263	2.3917	2.0931
575.5787	2.3837	2.0934
575.7311	2.3807	2.0936
575.8835	2.4145	2.0939
576.0359	2.4320	2.0941
576.1883	2.4392	2.0944
576.3407	2.4411	2.0946
576.4931	2.4308	2.0949
576.6455	2.4360	2.0951
576.7979	2.4357	2.0954
576.9503	2.4057	2.0956
577.1027	2.4200	2.0959
577.2551	2.4123	2.0961
577.4075	2.4102	2.0964
577.5599	2.4101	2.0966
577.7123	2.4152	2.0969
577.8647	2.4118	2.0971
578.0171	2.4265	2.0974
578.1695	2.4038	2.0976
578.3219	2.4015	2.0979
578.4743	2.3885	2.0981
578.6267	2.4159	2.0984
578.7791	2.4258	2.0986
578.9315	2.4296	2.0989
579.0839	2.4345	2.0991
579.2363	2.4373	2.0994
579.3887	2.4334	2.0996
579.5411	2.4335	2.0999
579.6935	2.3953	2.1002
579.8459	2.3532	2.1004
579.9983	2.3430	2.1007
580.1507	2.3209	2.1009
580.3031	2.3517	2.1012
580.4555	2.3647	2.1014
580.6079	2.3651	2.1017
580.7603	2.3543	2.1019
580.9127	2.3769	2.1022
581.0651	2.3802	2.1024
581.2175	2.3660	2.1027
581.3699	2.3109	2.1029
581.5223	2.2837	2.1032
581.6747	2.2698	2.1034
581.8271	2.2692	2.1037
581.9795	2.2865	2.1039
582.1319	2.3188	2.1042
582.2843	2.3433	2.1045
582.4367	2.3748	2.1047
582.5891	2.3766	2.1050
582.7415	2.4110	2.1052
582.8939	2.4028	2.1055
583.0463	2.3800	2.1057
583.1987	2.3496	2.1060
583.3511	2.3263	2.1062
583.5035	2.3173	2.1065
583.6559	2.2781	2.1067
583.8083	2.2805	2.1070
583.9607	2.3246	2.1072
584.1131	2.3557	2.1075
584.2655	2.3777	2.1078
584.4179	2.3986	2.1080
584.5703	2.4019	2.1083
584.7227	2.4104	2.1085
584.8751	2.4232	2.1088
585.0275	2.4358	2.1090
585.1799	2.4170	2.1093
585.3323	2.4079	2.1095
585.4847	2.4026	2.1098
585.6371	2.3731	2.1100
585.7895	2.3325	2.1103
585.9419	2.3058	2.1106
586.0943	2.2908	2.1108
586.2467	2.2929	2.1111
586.3991	2.3022	2.1113
586.5515	2.3629	2.1116
586.7039	2.3698	2.1118
586.8563	2.3712	2.1121
587.0087	2.3870	2.1123
587.1611	2.4180	2.1126
587.3135	2.4345	2.1129
587.4659	2.4494	2.1131
587.6183	2.4562	2.1134
587.7707	2.4534	2.1136
587.9231	2.4616	2.1139
588.0755	2.4646	2.1141
588.2279	2.4320	2.1144
588.3803	2.4296	2.1146
588.5327	2.4264	2.1149
588.6851	2.4151	2.1152
588.8375	2.4277	2.1154
588.9899	2.4263	2.1157
589.1423	2.4274	2.1159
589.2947	2.4046	2.1162
589.4471	2.3866	2.1164
589.5995	2.3657	2.1167
589.7519	2.3475	2.1169
589.9043	2.3470	2.1172
590.0567	2.3487	2.1175
590.2091	2.3572	2.1177
590.3615	2.3627	2.1180
590.5139	2.4046	2.1182
590.6663	2.3627	2.1185
590.8187	2.3522	2.1187
590.9711	2.3666	2.1190
591.1235	2.4244	2.1193
591.2759	2.4316	2.1195
591.4283	2.4176	2.1198
591.5807	2.4117	2.1200
591.7331	2.3877	2.1203
591.8855	2.4115	2.1205
592.0379	2.4138	2.1208
592.1903	2.4070	2.1211
592.3427	2.3724	2.1213
592.4951	2.3790	2.1216
592.6475	2.3711	2.1218
592.7999	2.3609	2.1221
592.9523	2.2895	2.1223
593.1047	2.2362	2.1226
593.2571	2.2159	2.1229
593.4095	2.1869	2.1231
593.5619	2.1616	2.1234
593.7143	2.1613	2.1236
593.8667	2.1408	2.1239
594.0191	2.1636	2.1241
594.1715	2.2173	2.1244
594.3239	2.2276	2.1247
594.4763	2.2530	2.1249
594.6287	2.2698	2.1252
594.7811	2.2742	2.1254
594.9335	2.2941	2.1257
595.0859	2.2640	2.1259
595.2383	2.2162	2.1262
595.3907	2.2039	2.1265
595.5431	2.1836	2.1267
595.6955	2.1855	2.1270
595.8479	2.1768	2.1272
596.0003	2.1936	2.1275
596.1527	2.2420	2.1278
596.3051	2.3103	2.1280
596.4575	2.3966	2.1283
596.6099	2.4018	2.1285
596.7623	2.3932	2.1288
596.9147	2.3755	2.1291
597.0671	2.3506	2.1293
597.2195	2.3415	2.1296
597.3719	2.3243	2.1298
597.5243	2.2993	2.1301
597.6767	2.2768	2.1303
597.8291	2.2844	2.1306
597.9815	2.2532	2.1309
598.1339	2.2691	2.1311
598.2863	2.2789	2.1314
598.4387	2.3366	2.1316
598.5911	2.3371	2.1319
598.7435	2.3393	2.1322
598.8959	2.2765	2.1324
599.0483	2.2698	2.1327
599.2007	2.2994	2.1329
599.3531	2.3038	2.1332
599.5055	2.2977	2.1335
599.6579	2.3365	2.1337
599.8103	2.3907	2.1340
599.9627	2.4633	2.1342
600.1151	2.4671	2.1345
600.2675	2.4527	2.1348
600.4199	2.4440	2.1350
600.5723	2.3963	2.1353
600.7247	2.3363	2.1355
600.8771	2.2918	2.1358
601.0295	2.1489	2.1361
601.1819	2.1471	2.1363
601.3343	2.1507	2.1366
601.4867	2.2442	2.1368
601.6391	2.2777	2.1371
601.7915	2.2956	2.1374
601.9439	2.2997	2.1376
602.0963	2.3412	2.1379
602.2487	2.2917	2.1381
602.4011	2.2970	2.1384
602.5535	2.2960	2.1387
602.7059	2.2803	2.1389
602.8583	2.2701	2.1392
603.0107	2.2725	2.1395
603.1631	2.3122	2.1397
603.3155	2.2957	2.1400
603.4679	2.3404	2.1402
603.6203	2.3394	2.1405
603.7727	2.3630	2.1408
603.9251	2.3056	2.1410
604.0775	2.3164	2.1413
604.2299	2.3258	2.1415
604.3823	2.3513	2.1418
604.5347	2.3400	2.1421
604.6871	2.3538	2.1423
604.8395	2.3184	2.1426
604.9919	2.3083	2.1429
605.1443	2.3132	2.1431
605.2967	2.3113	2.1434
605.4491	2.3098	2.1436
605.6015	2.2930	2.1439
605.7539	2.2736	2.1442
605.9063	2.2803	2.1444
606.0587	2.2301	2.1447
606.2111	2.1876	2.1450
606.3635	2.1473	2.1452
606.5159	2.1766	2.1455
606.6683	2.1730	2.1457
606.8207	2.2244	2.1460
606.9731	2.2399	2.1463
607.1255	2.2302	2.1465
607.2779	2.2298	2.1468
607.4303	2.2254	2.1471
607.5827	2.2231	2.1473
607.7351	2.2951	2.1476
607.8875	2.2784	2.1478
608.0399	2.2696	2.1481
608.1923	2.2664	2.1484
608.3447	2.2625	2.1486
608.4971	2.2535	2.1489
608.6495	2.2772	2.1492
608.8019	2.2879	2.1494
608.9543	2.3052	2.1497
609.1067	2.3180	2.1499
609.2591	2.3296	2.1502
609.4115	2.2966	2.1505
609.5639	2.3237	2.1507
609.7163	2.3399	2.1510
609.8687	2.4050	2.1513
610.0211	2.3686	2.1515
610.1735	2.4186	2.1518
610.3259	2.3806	2.1521
610.4783	2.3829	2.1523
610.6307	2.4024	2.1526
610.7831	2.4260	2.1528
610.9355	2.2513	2.1531
611.0879	2.2527	2.1534
611.2403	2.2513	2.1536
611.3927	2.2438	2.1539
611.5451	2.2706	2.1542
611.6975	2.3320	2.1544
611.8499	2.3684	2.1547
612.0023	2.3763	2.1550
612.1547	2.4145	2.1552
612.3071	2.4256	2.1555
612.4595	2.4583	2.1558
612.6119	2.4364	2.1560
612.7643	2.4411	2.1563
612.9167	2.4497	2.1566
613.0691	2.4424	2.1568
613.2215	2.4362	2.1571
613.3739	2.4285	2.1573
613.5263	2.4381	2.1576
613.6787	2.4478	2.1579
613.8311	2.4497	2.1581
613.9835	2.4127	2.1584
614.1359	2.3842	2.1587
614.2883	2.4287	2.1589
614.4407	2.4158	2.1592
614.5931	2.3988	2.1595
614.7455	2.4033	2.1597
614.8979	2.4308	2.1600
615.0503	2.3873	2.1603
615.2027	2.3281	2.1605
615.3551	2.3111	2.1608
615.5075	2.3289	2.1611
615.6599	2.3560	2.1613
615.8123	2.3733	2.1616
615.9647	2.3864	2.1619
616.1171	2.3892	2.1621
616.2695	2.3625	2.1624
616.4219	2.3544	2.1627
616.5743	2.3856	2.1629
616.7267	2.4149	2.1632
616.8791	2.4985	2.1635
617.0315	2.4833	2.1637
617.1839	2.4906	2.1640
617.3363	2.4955	2.1643
617.4887	2.4963	2.1645
617.6411	2.5067	2.1648
617.7935	2.4714	2.1651
617.9459	2.4372	2.1653
618.0983	2.4308	2.1656
618.2507	2.4840	2.1659
618.4031	2.5245	2.1661
618.5555	2.4632	2.1664
618.7079	2.4010	2.1667
618.8603	2.3079	2.1669
619.0127	2.3233	2.1672
619.1651	2.2839	2.1675
619.3175	2.2856	2.1677
619.4699	2.2969	2.1680
619.6223	2.3123	2.1683
619.7747	2.3517	2.1685
619.9271	2.3642	2.1688
620.0795	2.3736	2.1691
620.2319	2.4469	2.1693
620.3843	2.4788	2.1696
620.5367	2.5960	2.1699
620.6891	2.6497	2.1701
620.8415	2.6280	2.1704
620.9939	2.6219	2.1707
621.1463	2.5972	2.1709
621.2987	2.5746	2.1712
621.4511	2.3978	2.1715
621.6035	2.2717	2.1717
621.7559	2.2551	2.1720
621.9083	2.3209	2.1723
622.0607	2.2933	2.1725
622.2131	2.2360	2.1728
622.3655	2.2366	2.1731
622.5179	2.2546	2.1734
622.6703	2.2663	2.1736
622.8227	2.2746	2.1739
622.9751	2.2582	2.1742
623.1275	2.2785	2.1744
623.2799	2.2720	2.1747
623.4323	2.2703	2.1750
623.5847	2.2715	2.1752
623.7371	2.2598	2.1755
623.8895	2.2890	2.1758
624.0419	2.3266	2.1760
624.1943	2.4056	2.1763
624.3467	2.5155	2.1766
624.4991	2.5311	2.1768
624.6515	2.4660	2.1771
624.8039	2.4518	2.1774
624.9563	2.4092	2.1777
625.1087	2.3654	2.1779
625.2611	2.3341	2.1782
625.4135	2.4201	2.1785
625.5659	2.4259	2.1787
625.7183	2.4210	2.1790
625.8707	2.3771	2.1793
626.0231	2.3238	2.1795
626.1755	2.3647	2.1798
626.3279	2.3245	2.1801
626.4803	2.3352	2.1803
626.6327	2.3877	2.1806
626.7851	2.3980	2.1809
626.9375	2.4137	2.1812
627.0899	2.4580	2.1814
627.2423	2.4927	2.1817
627.3947	2.4650	2.1820
627.5471	2.4622	2.1822
627.6995	2.4418	2.1825
627.8519	2.3645	2.1828
628.0043	2.3277	2.1831
628.1567	2.2965	2.1833
628.3091	2.2412	2.1836
628.4615	2.2217	2.1839
628.6139	2.2167	2.1841
628.7663	2.2407	2.1844
628.9187	2.2681	2.1847
629.0711	2.2986	2.1849
629.2235	2.3531	2.1852
629.3759	2.3574	2.1855
629.5283	2.3753	2.1858
629.6807	2.3796	2.1860
629.8331	2.3944	2.1863
629.9855	2.4451	2.1866
630.1379	2.4179	2.1868
630.2903	2.4192	2.1871
630.4427	2.3872	2.1874
630.5951	2.3655	2.1877
630.7475	2.3287	2.1879
630.8999	2.3058	2.1882
631.0523	2.3169	2.1885
631.2047	2.3330	2.1887
631.3571	2.2826	2.1890
631.5095	2.2490	2.1893
631.6619	2.2831	2.1896
631.8143	2.3419	2.1898
631.9667	2.3932	2.1901
632.1191	2.4018	2.1904
632.2715	2.4034	2.1906
632.4239	2.4559	2.1909
632.5763	2.4716	2.1912
632.7287	2.5432	2.1915
632.8811	2.6425	2.1917
633.0335	2.6297	2.1920
633.1859	2.5933	2.1923
633.3383	2.6100	2.1926
633.4907	2.4898	2.1928
633.6431	2.5500	2.1931
633.7955	2.5501	2.1934
633.9479	2.5469	2.1936
634.1003	2.5954	2.1939
634.2527	2.5907	2.1942
634.4051	2.5835	2.1945
634.5575	2.5778	2.1947
634.7099	2.6230	2.1950
634.8623	2.6961	2.1953
635.0147	2.6201	2.1956
635.1671	2.4806	2.1958
635.3195	2.4239	2.1961
635.4719	2.4580	2.1964
635.6243	2.5140	2.1966
635.7767	2.4732	2.1969
635.9291	2.4693	2.1972
636.0815	2.5320	2.1975
636.2339	2.5370	2.1977
636.3863	2.5398	2.1980
636.5387	2.4644	2.1983
636.6911	2.4827	2.1986
636.8435	2.4356	2.1988
636.9959	2.4018	2.1991
637.1483	2.4684	2.1994
637.3007	2.4986	2.1997
637.4531	2.5109	2.1999
637.6055	2.4711	2.2002
637.7579	2.4839	2.2005
637.9103	2.5118	2.2008
638.0627	2.5390	2.2010
638.2151	2.6286	2.2013
638.3675	2.6923	2.2016
638.5199	2.7077	2.2018
638.6723	2.7098	2.2021
638.8247	2.6462	2.2024
638.9771	2.5749	2.2027
639.1295	2.5521	2.2029
639.2819	2.5584	2.2032
639.4343	2.5387	2.2035
639.5867	2.5319	2.2038
639.7391	2.5333	2.2040
639.8915	2.5390	2.2043
640.0439	2.5346	2.2046
640.1963	2.5254	2.2049
640.3487	2.5150	2.2051
640.5011	2.5374	2.2054
640.6535	2.4926	2.2057
640.8059	2.5336	2.2060
640.9583	2.6111	2.2062
641.1107	2.5877	2.2065
641.2631	2.5898	2.2068
641.4155	2.5372	2.2071
641.5679	2.5043	2.2073
641.7203	2.4992	2.2076
641.8727	2.5356	2.2079
642.0251	2.5854	2.2082
642.1775	2.5439	2.2085
642.3299	2.5312	2.2087
642.4823	2.5130	2.2090
642.6347	2.4826	2.2093
642.7871	2.4741	2.2096
642.9395	2.4735	2.2098
643.0919	2.4486	2.2101
643.2443	2.4501	2.2104
643.3967	2.4648	2.2107
643.5491	2.4891	2.2109
643.7015	2.4211	2.2112
643.8539	2.3991	2.2115
644.0063	2.4068	2.2118
644.1587	2.4055	2.2120
644.3111	2.4166	2.2123
644.4635	2.4339	2.2126
644.6159	2.4929	2.2129
644.7683	2.5566	2.2131
644.9207	2.5761	2.2134
645.0731	2.5867	2.2137
645.2255	2.5840	2.2140
645.3779	2.6328	2.2143
645.5303	2.5990	2.2145
645.6827	2.6246	2.2148
645.8351	2.6300	2.2151
645.9875	2.5500	2.2154
646.1399	2.4962	2.2156
646.2923	2.4509	2.2159
646.4447	2.4474	2.2162
646.5971	2.5324	2.2165
646.7495	2.5363	2.2167
646.9019	2.5178	2.2170
647.0543	2.5351	2.2173
647.2067	2.5291	2.2176
647.3591	2.5608	2.2179
647.5115	2.5170	2.2181
647.6639	2.5299	2.2184
647.8163	2.4768	2.2187
647.9687	2.4400	2.2190
648.1211	2.4530	2.2192
648.2735	2.4606	2.2195
648.4259	2.4771	2.2198
648.5783	2.4494	2.2201
648.7307	2.6163	2.2204
648.8831	2.6410	2.2206
649.0355	2.7249	2.2209
649.1879	2.8006	2.2212
649.3403	2.6588	2.2215
649.4927	2.6689	2.2218
649.6451	2.6088	2.2220
649.7975	2.5546	2.2223
649.9499	2.5929	2.2226
650.1023	2.6479	2.2229
650.2547	2.6794	2.2231
650.4071	2.7031	2.2234
650.5595	2.7035	2.2237
650.7119	2.6807	2.2240
650.8643	2.6613	2.2243
651.0167	2.6142	2.2245
651.1691	2.6646	2.2248
651.3215	2.6023	2.2251
651.4739	2.5963	2.2254
651.6263	2.5584	2.2257
651.7787	2.5221	2.2259
651.9311	2.6028	2.2262
652.0835	2.6257	2.2265
652.2359	2.6141	2.2268
652.3883	2.5486	2.2271
652.5407	2.5271	2.2273
652.6931	2.5222	2.2276
652.8455	2.5806	2.2279
652.9979	2.6214	2.2282
653.1503	2.6610	2.2285
653.3027	2.6571	2.2287
653.4551	2.6741	2.2290
653.6075	2.6350	2.2293
653.7599	2.6484	2.2296
653.9123	2.6439	2.2299
654.0647	2.6458	2.2301
654.2171	2.6038	2.2304
654.3695	2.5671	2.2307
654.5219	2.5319	2.2310
654.6743	2.5725	2.2313
654.8267	2.5734	2.2315
654.9791	2.5744	2.2318
655.1315	2.5754	2.2321
655.2839	2.5868	2.2324
655.4363	2.5727	2.2327
655.5887	2.5701	2.2329
656.8400	2.5340	2.2352
660.1400	2.5700	2.2413
662.8400	2.7960	2.2464
664.4700	2.8110	2.2494
665.9200	2.6690	2.2521
666.5600	2.8760	2.2533
667.9200	2.9570	2.2558
678.5700	2.7960	2.2759
685.4200	3.1400	2.2890
685.9400	3.0140	2.2900
688.8700	3.2300	2.2956
690.9500	3.1470	2.2996
695.1300	3.0120	2.3077
695.8600	3.3500	2.3091
697.4000	3.5590	2.3121
